sentence,token,position,token_type,analysis_type,pos,dep,conditional_source_entropy_bits,conditional_source_surprisal_bits,conditional_source_topk_entropy_k5_bits,conditional_source_topk_mass_k5,conditional_source_entmax_entropy_bits,conditional_source_entmax_surprisal_bits,conditional_source_entmax_topk_entropy_k5_bits,conditional_source_entmax_topk_mass_k5,conditional_source_entmax_branching_choices,conditional_bigram_source_entropy_bits,conditional_bigram_source_surprisal_bits,conditional_bigram_source_topk_entropy_k5_bits,conditional_bigram_source_topk_mass_k5,conditional_bigram_source_entmax_entropy_bits,conditional_bigram_source_entmax_surprisal_bits,conditional_bigram_source_entmax_topk_entropy_k5_bits,conditional_bigram_source_entmax_topk_mass_k5,conditional_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,conditional_target_entropy_bits,conditional_target_surprisal_bits,conditional_target_topk_entropy_k5_bits,conditional_target_topk_mass_k5,conditional_target_entmax_entropy_bits,conditional_target_entmax_surprisal_bits,conditional_target_entmax_topk_entropy_k5_bits,conditional_target_entmax_topk_mass_k5,conditional_target_entmax_branching_choices,conditional_bigram_target_entropy_bits,conditional_bigram_target_surprisal_bits,conditional_bigram_target_topk_entropy_k5_bits,conditional_bigram_target_topk_mass_k5,conditional_bigram_target_entmax_entropy_bits,conditional_bigram_target_entmax_surprisal_bits,conditional_bigram_target_entmax_topk_entropy_k5_bits,conditional_bigram_target_entmax_topk_mass_k5,conditional_bigram_target_entmax_branching_choices
Kobieta weszła do kawiarni.,</s>,10,source,conditional,SPECIAL,SPECIAL,2.781858444213867,8.914361894866405,0.11814749240875244,0.878685712814331,-0.0,20.0,-0.0,1.0,1.0,3.1959738731384277,0.2834330586863874,0.28177526593208313,0.8561781644821167,-0.0,-0.0,-0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁enter,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,11.99676513671875,19.518489886111965,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,1.266417449993305,1.7063096761703491,0.7971980571746826,1.0939977169036865,0.5202006204908552,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,ed,3,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,9.943370819091797,14.909741206227082,2.0208640098571777,0.33175891637802124,1.1035141944885254,20.0,1.1035141944885254,0.9999998807907104,5.0,4.004465579986572,0.6583537315091736,1.1178834438323975,0.8465386033058167,0.2730857729911804,0.06930281107687457,0.27308565378189087,0.9999998807907104,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,9.382173538208008,13.721923654456852,0.5276670455932617,0.5085874795913696,-0.0,20.0,-0.0,1.0,1.0,2.7432026863098145,0.27758142267437397,0.42076200246810913,0.8748914003372192,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,9.164506912231445,17.68175248442514,1.732596516609192,0.5257132649421692,0.6245526075363159,20.0,0.6245527267456055,1.0000001192092896,3.0,4.333789348602295,0.8343920242730941,1.3354742527008057,0.8140925765037537,0.4218002259731293,0.12919055773511517,0.4218001067638397,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,9.674555778503418,6.431278199127918,0.6605004668235779,0.4489419162273407,-0.0,20.0,-0.0,1.0,1.0,3.336442232131958,0.45463200823533906,0.7796622514724731,0.8627380132675171,0.013045400381088257,0.0016834881268410625,0.013045400381088257,1.0,2.0
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁enter,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,11.99676513671875,19.518489886111965,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,1.266417449993305,1.7063096761703491,0.7971980571746826,1.0939977169036865,0.5202006204908552,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,ed,3,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,9.943370819091797,14.909741206227082,2.0208640098571777,0.33175891637802124,1.1035141944885254,20.0,1.1035141944885254,0.9999998807907104,5.0,4.004465579986572,0.6583537315091736,1.1178834438323975,0.8465386033058167,0.2730857729911804,0.06930281107687457,0.27308565378189087,0.9999998807907104,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,9.382173538208008,13.721923654456852,0.5276670455932617,0.5085874795913696,-0.0,20.0,-0.0,1.0,1.0,2.7432026863098145,0.27758142267437397,0.42076200246810913,0.8748914003372192,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁café,5,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,9.164506912231445,17.224237326133885,1.732596516609192,0.5257132649421692,0.6245526075363159,20.0,0.6245527267456055,1.0000001192092896,3.0,4.333789348602295,2.7489743347257307,1.3354742527008057,0.8140925765037537,0.4218002259731293,3.5453081205888095,0.4218001067638397,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,7.114151477813721,7.838068382969972,1.857416033744812,0.6450132131576538,0.9689174294471741,20.0,0.9689173698425293,0.9999999403953552,3.0,2.9306178092956543,0.35705943366315657,0.6455827951431274,0.8860620856285095,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁went,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,11.99676513671875,19.534758078043804,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,2.992257858200166,1.7063096761703491,0.7971980571746826,1.0939977169036865,4.155310324051555,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,▁into,3,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,8.687494277954102,12.01090161749862,1.903355598449707,0.49963799118995667,1.204537272453308,20.0,1.204537272453308,0.9999998807907104,3.0,3.5111641883850098,2.2767385093177652,0.9848045110702515,0.8701704740524292,0.5657213926315308,2.9100494815802698,0.5657213926315308,1.0,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,7.996520042419434,10.218959321422878,0.9755492210388184,0.6115092635154724,-0.0,20.0,-0.0,1.0,1.0,2.738999128341675,0.27613150830956534,0.48240917921066284,0.88596510887146,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,9.49976921081543,16.517778458145,1.1314398050308228,0.5101773738861084,0.0736858919262886,20.0,0.07368605583906174,1.0000001192092896,2.0,4.432470321655273,0.8862544961253189,1.44418203830719,0.8169443607330322,0.4686896800994873,0.1492975167435206,0.46868976950645447,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,10.565837860107422,6.394730970499743,0.9033890962600708,0.3857394754886627,-0.0,20.0,-0.0,1.0,1.0,2.872551918029785,0.3668786034354996,0.6236338019371033,0.8850222826004028,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁A,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,4.778761601442513,1.4878175258636475,0.8170657157897949,0.9967758655548096,20.0,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,12.991008758544922,14.92615328244021,2.078003168106079,0.189503014087677,1.3089258670806885,20.0,1.3089258670806885,1.0,4.0,3.970151901245117,3.6953728056442903,0.9152446985244751,0.7971803545951843,-0.0,20.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁enter,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,9.41099739074707,24.43506997357972,1.2884948253631592,0.4633488655090332,0.00766151025891304,20.0,0.00766151025891304,1.0,2.0,4.249687194824219,0.9751090754172056,1.508854627609253,0.8061909079551697,0.6310089826583862,0.24917843935036776,0.6310089826583862,1.0,2.0
Kobieta weszła do kawiarni.,ed,3,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,10.346839904785156,14.273613641288105,2.093604803085327,0.291986882686615,1.3243054151535034,20.0,1.297011375427246,0.9967548847198486,6.0,4.60236930847168,1.1042466769984705,1.2589882612228394,0.8237468600273132,0.9458823204040527,0.6527007477337041,0.9458823204040527,1.0,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,10.271023750305176,13.522530257150978,0.6321656107902527,0.451816201210022,-0.0,20.0,-0.0,1.0,1.0,2.9765610694885254,0.35844476325532076,0.6187436580657959,0.8732147216796875,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,10.90096664428711,17.103538799285957,2.1524784564971924,0.4220123291015625,1.6695860624313354,20.0,1.6695860624313354,0.9999999403953552,4.0,4.773306846618652,1.0085873187202732,1.467470645904541,0.7867755889892578,0.6344289779663086,0.25043475788455377,0.6344289779663086,1.0,3.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,9.938146591186523,6.586933822204771,0.7199162840843201,0.4303547739982605,-0.0,20.0,-0.0,1.0,1.0,3.1709201335906982,0.3440047830916971,0.5147725343704224,0.8567902445793152,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁enter,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,11.99676513671875,19.518489886111965,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,1.266417449993305,1.7063096761703491,0.7971980571746826,1.0939977169036865,0.5202006204908552,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,s,3,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,9.943370819091797,8.553486721549454,2.0208640098571777,0.33175891637802124,1.1035141944885254,20.0,1.1035141944885254,0.9999998807907104,5.0,4.004465579986572,2.8503854343403177,1.1178834438323975,0.8465386033058167,0.2730857729911804,4.41422482355045,0.27308565378189087,0.9999998807907104,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,9.25317096710205,13.703890093695568,1.4202070236206055,0.5021080374717712,0.5975223779678345,20.0,0.5975222587585449,0.9999999403953552,2.0,3.1235642433166504,0.34717909195126606,0.535315990447998,0.8544958233833313,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,9.340045928955078,17.84330630080774,2.069495677947998,0.5289548635482788,1.565093994140625,20.0,1.5650938749313354,1.000000238418579,3.0,4.354933738708496,0.7854939594857185,1.2728809118270874,0.8096572160720825,0.30150026082992554,0.07947913175570964,0.3015004098415375,1.0000001192092896,2.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,10.268573760986328,6.430751984042114,0.7983511686325073,0.40731364488601685,-0.0,20.0,-0.0,1.0,1.0,3.4013564586639404,0.4939873988864965,0.834728479385376,0.8608738780021667,0.1048562303185463,0.020003148457129274,0.10485639423131943,1.0000001192092896,2.0
Kobieta weszła do kawiarni.,▁A,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,4.778761601442513,1.4878175258636475,0.8170657157897949,0.9967758655548096,20.0,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,12.991008758544922,14.92615328244021,2.078003168106079,0.189503014087677,1.3089258670806885,20.0,1.3089258670806885,1.0,4.0,3.970151901245117,3.6953728056442903,0.9152446985244751,0.7971803545951843,-0.0,20.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁enter,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,9.41099739074707,24.43506997357972,1.2884948253631592,0.4633488655090332,0.00766151025891304,20.0,0.00766151025891304,1.0,2.0,4.249687194824219,0.9751090754172056,1.508854627609253,0.8061909079551697,0.6310089826583862,0.24917843935036776,0.6310089826583862,1.0,2.0
Kobieta weszła do kawiarni.,s,3,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,10.346839904785156,8.37137135243978,2.093604803085327,0.291986882686615,1.3243054151535034,20.0,1.297011375427246,0.9967548847198486,6.0,4.60236930847168,1.6648796971850823,1.2589882612228394,0.8237468600273132,0.9458823204040527,1.4583400600890113,0.9458823204040527,1.0,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,10.276361465454102,13.471044115991889,1.7346625328063965,0.42521464824676514,0.8610398173332214,20.0,0.8610398173332214,0.9999999403953552,3.0,3.7283687591552734,0.5771288435535634,0.9583026170730591,0.8423280119895935,0.17698082327842712,0.03887756860444277,0.17698067426681519,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,10.268089294433594,17.336995739560162,2.091674327850342,0.4733017086982727,1.3067195415496826,20.0,1.3067195415496826,0.9999998807907104,5.0,4.892151832580566,0.9530014345471425,1.4243507385253906,0.7791575789451599,0.5061469674110413,0.17149235650279526,0.5061468482017517,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,dobj,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,10.73810863494873,6.353517097240582,0.8501399755477905,0.37696292996406555,-0.0,20.0,-0.0,1.0,1.0,3.242661237716675,0.36608462096839556,0.5553675293922424,0.8534475564956665,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁came,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,11.99676513671875,16.98644849513958,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,2.2429419014766694,1.7063096761703491,0.7971980571746826,1.0939977169036865,2.0197325301515012,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,▁into,3,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,10.652034759521484,11.83599830000628,2.133943796157837,0.31106871366500854,1.49104905128479,20.0,1.49104905128479,1.000000238418579,5.0,4.186148643493652,2.4456836531231563,1.023162841796875,0.8357818126678467,0.504987359046936,3.1624505005677865,0.504987359046936,1.0,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,5.180467128753662,11.135317071937548,0.5126233696937561,0.7618921995162964,-0.0,20.0,-0.0,1.0,1.0,2.426145553588867,0.22146732235172112,0.3267158567905426,0.8957160711288452,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,5,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,10.127771377563477,16.88754887985316,1.2943377494812012,0.4799599349498749,0.3787263035774231,20.0,0.37872618436813354,0.9999998807907104,2.0,4.1905927658081055,0.8896296409247371,1.422360897064209,0.8298765420913696,0.5697786808013916,0.20668018163662646,0.5697787404060364,1.0,3.0
Kobieta weszła do kawiarni.,.,6,target,conditional,NOUN,pobj,,,,,,,,,,,,,,,,,,,6.0,The woman came into the cafe.,10.60774040222168,6.381358757263871,0.966971755027771,0.37947216629981995,-0.0,20.0,-0.0,1.0,1.0,2.83857798576355,0.3519285020427407,0.5902329683303833,0.8850274085998535,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁The,0,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,7.0,The woman went to the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,1,target,conditional,NOUN,nsubj,,,,,,,,,,,,,,,,,,,7.0,The woman went to the cafe.,11.840897560119629,18.843036486899386,2.138718605041504,0.1957678496837616,1.4783388376235962,20.0,1.4783388376235962,1.0,5.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁went,2,target,conditional,VERB,ROOT,,,,,,,,,,,,,,,,,,,7.0,The woman went to the cafe.,11.99676513671875,19.534758078043804,1.7249118089675903,0.28698650002479553,0.8080177307128906,20.0,0.8080177307128906,0.9999998807907104,2.0,4.72443962097168,2.992257858200166,1.7063096761703491,0.7971980571746826,1.0939977169036865,4.155310324051555,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,▁to,3,target,conditional,ADP,prep,,,,,,,,,,,,,,,,,,,7.0,The woman went to the cafe.,8.687494277954102,2.325116066840207,1.903355598449707,0.49963799118995667,1.204537272453308,0.941517366760055,1.204537272453308,0.9999998807907104,3.0,3.5111641883850098,0.6425772650114768,0.9848045110702515,0.8701704740524292,0.5657213926315308,0.20596545873152047,0.5657213926315308,1.0,2.0
Kobieta weszła do kawiarni.,▁the,4,target,conditional,DET,det,,,,,,,,,,,,,,,,,,,7.0,The woman went to the cafe.,3.902334451675415,11.309505231679925,0.9432591199874878,0.8406771421432495,0.4107220768928528,20.0,0.41072192788124084,0.9999999403953552,2.0,3.9249351024627686,0.46460951548655505,0.7266470193862915,0.8237420320510864,-0.0,-0.0,-0.0,1.0,1.0
