sentence,token,position,token_type,analysis_type,pos,dep,full_source_entropy_bits,full_source_surprisal_bits,full_source_topk_entropy_k5_bits,full_source_topk_mass_k5,full_source_entmax_entropy_bits,full_source_entmax_surprisal_bits,full_source_entmax_topk_entropy_k5_bits,full_source_entmax_topk_mass_k5,full_source_entmax_branching_choices,full_bigram_source_entropy_bits,full_bigram_source_surprisal_bits,full_bigram_source_topk_entropy_k5_bits,full_bigram_source_topk_mass_k5,full_bigram_source_entmax_entropy_bits,full_bigram_source_entmax_surprisal_bits,full_bigram_source_entmax_topk_entropy_k5_bits,full_bigram_source_entmax_topk_mass_k5,full_bigram_source_entmax_branching_choices,candidate_idx,target_sentence,full_target_entropy_bits,full_target_surprisal_bits,full_target_topk_entropy_k5_bits,full_target_topk_mass_k5,full_target_entmax_entropy_bits,full_target_entmax_surprisal_bits,full_target_entmax_topk_entropy_k5_bits,full_target_entmax_topk_mass_k5,full_target_entmax_branching_choices,full_bigram_target_entropy_bits,full_bigram_target_surprisal_bits,full_bigram_target_topk_entropy_k5_bits,full_bigram_target_topk_mass_k5,full_bigram_target_entmax_entropy_bits,full_bigram_target_entmax_surprisal_bits,full_bigram_target_entmax_topk_entropy_k5_bits,full_bigram_target_entmax_topk_mass_k5,full_bigram_target_entmax_branching_choices
Kobieta weszła do kawiarni.,▁cafe,7,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,2.9690113067626953,0.4209508998557515,0.6518651843070984,0.8830997347831726,0.12103084474802017,0.023933703303042796,0.12103068083524704,0.9999999403953552,2.0,4.333789348602295,0.8343920242730941,1.3354742527008057,0.8140925765037537,0.4218002259731293,0.12919055773511517,0.4218001067638397,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,.,8,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,2.1558375358581543,0.14465509474663754,0.007063727825880051,0.9050422310829163,-0.0,-0.0,-0.0,1.0,1.0,3.336442232131958,0.45463200823533906,0.7796622514724731,0.8627380132675171,0.013045400381088257,0.0016834881268410625,0.013045400381088257,1.0,2.0
Kobieta weszła do kawiarni.,</s>,9,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,0.0,The woman entered the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3649115562438965,0.17163453255184383,0.09705424308776855,0.8971344828605652,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41165828704834,0.1769913424020591,0.1093284860253334,0.8952549695968628,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,4.6237874031066895,0.961436120764921,1.3207330703735352,0.7917256355285645,0.7255234718322754,0.3251868451771489,0.7255234718322754,1.0,2.0,11.776951789855957,25.6518025699948,1.8085942268371582,0.28313782811164856,0.7753757834434509,20.0,0.7753759026527405,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,▁The,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,3.368485689163208,0.3752411273502079,0.5663948059082031,0.8398940563201904,-0.0,-0.0,-0.0,1.0,1.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,4.8358154296875,1.3138023543682875,1.8779120445251465,0.7585403323173523,0.8842512369155884,0.3126374528011379,0.8842511177062988,0.9999999403953552,3.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁enter,4,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,2.9005789756774902,20.803684690786636,1.2641390562057495,0.9111112356185913,0.9293103218078613,20.0,0.9293103218078613,1.0,2.0,4.72443962097168,1.266417449993305,1.7063096761703491,0.7971980571746826,1.0939977169036865,0.5202006204908552,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,ed,5,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,2.978121280670166,0.5196246850408971,0.8787478804588318,0.896093487739563,0.41248083114624023,0.12492384851389846,0.41248083114624023,1.0,2.0,4.004465579986572,0.6583537315091736,1.1178834438323975,0.8465386033058167,0.2730857729911804,0.06930281107687457,0.27308565378189087,0.9999998807907104,2.0
Kobieta weszła do kawiarni.,▁the,6,target,full,DET,det,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,4.180963516235352,2.2099145490058936,1.5395913124084473,0.8381801843643188,0.7613186836242676,2.1918692026145523,0.7613186836242676,1.0,3.0,2.7432026863098145,0.27758142267437397,0.42076200246810913,0.8748914003372192,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁café,7,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,2.4449477195739746,0.17770692677979777,0.06693778932094574,0.8896770477294922,-0.0,-0.0,-0.0,1.0,1.0,4.333789348602295,2.7489743347257307,1.3354742527008057,0.8140925765037537,0.4218002259731293,3.5453081205888095,0.4218001067638397,0.9999999403953552,2.0
Kobieta weszła do kawiarni.,.,8,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,2.163963794708252,0.14526037694419044,0.0070730410516262054,0.9046631455421448,-0.0,-0.0,-0.0,1.0,1.0,2.9306178092956543,0.35705943366315657,0.6455827951431274,0.8860620856285095,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,9,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,1.0,The woman entered the café.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41165828704834,0.1769913424020591,0.1093284860253334,0.8952549695968628,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333725929260254,0.16697761957684618,0.08006450533866882,0.8980423212051392,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,4.623788356781006,0.9614357858722067,1.3207330703735352,0.7917258143424988,0.7255234718322754,0.3251868451771489,0.7255234718322754,1.0,2.0,11.776951789855957,25.6518025699948,1.8085942268371582,0.28313782811164856,0.7753757834434509,20.0,0.7753759026527405,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,▁The,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,6.26923942565918,16.49863583970695,2.0231761932373047,0.6207312345504761,1.0703208446502686,20.0,1.0703208446502686,1.0,4.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,5.425112247467041,1.9944765292869573,2.0201809406280518,0.7249763011932373,1.4080818891525269,1.1667484451599117,1.4080817699432373,1.0,3.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁went,4,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,2.7258808612823486,14.18144707700752,1.0203322172164917,0.9217029213905334,0.9923789501190186,20.0,0.9923789501190186,1.0,2.0,4.72443962097168,2.992257858200166,1.7063096761703491,0.7971980571746826,1.0939977169036865,4.155310324051555,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,▁into,5,target,full,ADP,prep,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,2.90859317779541,0.45555220257422324,0.7720966935157776,0.8923696279525757,0.23463784158229828,0.05640409282758875,0.23463784158229828,1.0,2.0,3.5111641883850098,2.2767385093177652,0.9848045110702515,0.8701704740524292,0.5657213926315308,2.9100494815802698,0.5657213926315308,1.0,2.0
Kobieta weszła do kawiarni.,▁the,6,target,full,DET,det,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,4.567507266998291,1.1090365547857666,1.5243806838989258,0.8014838099479675,0.8447482585906982,0.45858795724531415,0.8447482585906982,0.9999999403953552,2.0,2.738999128341675,0.27613150830956534,0.48240917921066284,0.88596510887146,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,7,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,2.959545373916626,0.3666430902801395,0.5568177103996277,0.8796097040176392,-0.0,-0.0,-0.0,1.0,1.0,4.432470321655273,0.8862544961253189,1.44418203830719,0.8169443607330322,0.4686896800994873,0.1492975167435206,0.46868976950645447,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,.,8,target,full,NOUN,pobj,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,2.1662397384643555,0.14549434291481245,0.007459293119609356,0.904543399810791,-0.0,-0.0,-0.0,1.0,1.0,2.872551918029785,0.3668786034354996,0.6236338019371033,0.8850222826004028,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,9,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,2.0,The woman went into the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333725929260254,0.16697761957684618,0.08006450533866882,0.8980423212051392,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40590763092041,0.17447440074574447,0.09598539769649506,0.8952736854553223,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,4.6237874031066895,2.2430990312155292,1.3207330703735352,0.7917256355285645,0.7255234718322754,2.308966313655824,0.7255234718322754,1.0,2.0,11.776951789855957,25.6518025699948,1.8085942268371582,0.28313782811164856,0.7753757834434509,20.0,0.7753759026527405,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,▁A,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,5.558252334594727,15.03895310137949,1.9892429113388062,0.6998711824417114,1.0139358043670654,20.0,1.013935923576355,1.0,5.0,4.442265510559082,4.778761601442513,1.4878175258636475,0.8170657157897949,0.9967758655548096,20.0,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,2.794705390930176,18.39995224461816,1.0252355337142944,0.9185381531715393,0.9999840259552002,20.0,0.9999840259552002,1.0,2.0,3.970151901245117,3.6953728056442903,0.9152446985244751,0.7971803545951843,-0.0,20.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁enter,4,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,3.195882797241211,20.647140930698395,1.3326160907745361,0.8992824554443359,0.9771936535835266,20.0,0.9771937131881714,1.0000001192092896,2.0,4.249687194824219,0.9751090754172056,1.508854627609253,0.8061909079551697,0.6310089826583862,0.24917843935036776,0.6310089826583862,1.0,2.0
Kobieta weszła do kawiarni.,ed,5,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,3.276644468307495,0.5403626422437922,0.8759557604789734,0.8763018250465393,0.3734639286994934,0.10785411130298271,0.3734639286994934,1.0,2.0,4.60236930847168,1.1042466769984705,1.2589882612228394,0.8237468600273132,0.9458823204040527,0.6527007477337041,0.9458823204040527,1.0,2.0
Kobieta weszła do kawiarni.,▁the,6,target,full,DET,det,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,4.527680397033691,1.0762401933696473,1.50807523727417,0.8039788007736206,0.815398097038269,0.42007839338741637,0.8153979778289795,0.9999999403953552,2.0,2.9765610694885254,0.35844476325532076,0.6187436580657959,0.8732147216796875,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,7,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,3.0220069885253906,0.43338858071771347,0.6629761457443237,0.8800538182258606,0.1438858062028885,0.029789465426533473,0.1438858062028885,1.0,2.0,4.773306846618652,1.0085873187202732,1.467470645904541,0.7867755889892578,0.6344289779663086,0.25043475788455377,0.6344289779663086,1.0,3.0
Kobieta weszła do kawiarni.,.,8,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,2.1539056301116943,0.1444400838831182,0.006690286565572023,0.9051513075828552,-0.0,-0.0,-0.0,1.0,1.0,3.1709201335906982,0.3440047830916971,0.5147725343704224,0.8567902445793152,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,9,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,3.0,A woman entered the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40590763092041,0.17447440074574447,0.09598539769649506,0.8952736854553223,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3772542476654053,0.17338430921239534,0.10254595428705215,0.8966405391693115,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,4.623788356781006,0.9614357858722067,1.3207330703735352,0.7917258143424988,0.7255234718322754,0.3251868451771489,0.7255234718322754,1.0,2.0,11.776951789855957,25.6518025699948,1.8085942268371582,0.28313782811164856,0.7753757834434509,20.0,0.7753759026527405,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,▁The,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,5.93161153793335,16.027092675038933,1.803452968597412,0.6462234258651733,0.6118743419647217,20.0,0.6118745803833008,1.000000238418579,4.0,4.442265510559082,1.5069415414355887,1.4878175258636475,0.8170657157897949,0.9967758655548096,1.0997877668607696,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,5.151153087615967,1.8045074869117523,1.9349942207336426,0.7525550127029419,1.4119665622711182,1.0380637440327265,1.4119665622711182,0.9999998807907104,3.0,8.901463508605957,6.2450499229875955,1.899368405342102,0.4143461585044861,1.055971384048462,20.0,1.055971384048462,1.0,3.0
Kobieta weszła do kawiarni.,▁enter,4,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,2.846287727355957,15.464647369542888,1.262252926826477,0.9151811599731445,0.8891364336013794,20.0,0.8891364336013794,1.0,2.0,4.72443962097168,1.266417449993305,1.7063096761703491,0.7971980571746826,1.0939977169036865,0.5202006204908552,1.0939977169036865,1.0,3.0
Kobieta weszła do kawiarni.,s,5,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,3.1896133422851562,0.4192190628845487,0.7088570594787598,0.8740699887275696,0.012485978193581104,0.0016009285222867422,0.012485978193581104,1.0,2.0,4.004465579986572,2.8503854343403177,1.1178834438323975,0.8465386033058167,0.2730857729911804,4.41422482355045,0.27308565378189087,0.9999998807907104,2.0
Kobieta weszła do kawiarni.,▁the,6,target,full,DET,det,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,4.768013954162598,1.1373354978859944,1.5587984323501587,0.785193920135498,0.8265341520309448,0.43412870519572433,0.8265341520309448,1.0,2.0,3.1235642433166504,0.34717909195126606,0.535315990447998,0.8544958233833313,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁cafe,7,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,2.9573540687561035,0.40109912523879293,0.6190103888511658,0.882037878036499,0.05760699510574341,0.009615706968909678,0.05760716274380684,1.0000001192092896,2.0,4.354933738708496,0.7854939594857185,1.2728809118270874,0.8096572160720825,0.30150026082992554,0.07947913175570964,0.3015004098415375,1.0000001192092896,2.0
Kobieta weszła do kawiarni.,.,8,target,full,NOUN,dobj,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,2.1619017124176025,0.14511459538662666,0.0072285751812160015,0.9047655463218689,-0.0,-0.0,-0.0,1.0,1.0,3.4013564586639404,0.4939873988864965,0.834728479385376,0.8608738780021667,0.1048562303185463,0.020003148457129274,0.10485639423131943,1.0000001192092896,2.0
Kobieta weszła do kawiarni.,</s>,9,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,4.0,The woman enters the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3772542476654053,0.17338430921239534,0.10254595428705215,0.8966405391693115,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,</s>,0,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4099302291870117,0.17493515064694268,0.09732343256473541,0.8950673937797546,-0.0,-0.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,en_XX,1,target,full,SPECIAL,SPECIAL,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,4.6237874031066895,2.2430990312155292,1.3207330703735352,0.7917256355285645,0.7255234718322754,2.308966313655824,0.7255234718322754,1.0,2.0,11.776951789855957,25.6518025699948,1.8085942268371582,0.28313782811164856,0.7753757834434509,20.0,0.7753759026527405,1.0000001192092896,3.0
Kobieta weszła do kawiarni.,▁A,2,target,full,DET,det,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,5.963666915893555,10.216724159320865,1.798741340637207,0.6297897696495056,1.4652891159057617,20.0,1.4652891159057617,0.9999998211860657,3.0,4.442265510559082,4.778761601442513,1.4878175258636475,0.8170657157897949,0.9967758655548096,20.0,0.9967758655548096,1.0,2.0
Kobieta weszła do kawiarni.,▁woman,3,target,full,NOUN,nsubj,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,6.0550336837768555,1.9435357597629281,2.0192618370056152,0.6728495359420776,1.3775402307510376,0.9179542890154041,1.3775402307510376,1.0,3.0,3.970151901245117,3.6953728056442903,0.9152446985244751,0.7971803545951843,-0.0,20.0,-0.0,1.0,1.0
Kobieta weszła do kawiarni.,▁enter,4,target,full,VERB,ROOT,,,,,,,,,,,,,,,,,,,5.0,A woman enters the cafe.,2.1394271850585938,16.03215054055974,0.8228664398193359,0.9271142482757568,-0.0,20.0,-0.0,1.0,1.0,4.249687194824219,0.9751090754172056,1.508854627609253,0.8061909079551697,0.6310089826583862,0.24917843935036776,0.6310089826583862,1.0,2.0
